branch,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
N94#N89,90902,3,26,33,0,119,1,9,1,5,7,6,56,3,2,206,358,246,0,0,0,17696,0,1,10,15,4,0,0,1,0,0,2,0,15,56,0,0,2,28,22,0,61165,285,0,79,11,0,8,0,0,136,0,3,2,3,3,12,0,7,32,2,296,97702,0,75,3,3,110,1,1,7,0,93,4,3,1,13,1,0,2,13,0,0,41424,0,2,17,1,121,1,0,1,0,0,28,1,15,0,53,76,10,53,53,0,55185,0,0,3,1,1,5,1,1,32,109,3,13,1,0,1,3,10,2,1,3,31443,0,5,19,0,36,19,82,80,5,1,0,0,63,9,0,0,0,30,1,0,78510,7,159,107,12,2,0,3,6,100,507,0,2,3,0,1,50,0,2,0,11,90459,1,16,104,2,88,271,11,33,1,0,0,5,4,0,1,171,1,17,107,2,119932,93,1,34,36,18,25,4,173,6,3,6,0,0,0,0,0,0,114,12,77,31162,0,0,3,6,1,75,92,0,0,2,2,88,4,0,5,54,9,72,0,0,55414,1,4,5,254,55,1,0,12,77,3,0,1,2,1,16,1,0,74,0,0,55544,21,6,214,42,3,0,0,5,1,3,81,1,3,97,0,65,28,1,1,54,63171,106,1,1,1,3,1,0,37,1,2,0,25,89,3,241,13,4,1,7,144,60809,50,16,0,6,5,128,57,10,1,37,130,4,6,8,54,3,279,111,2,50,111652,225,9,9,12,280,1,2,4,0,7,0,146,21,5,75,55,45,2,17,248,73431,11,0,0,210,0,3,13,19,40,0,578,2,141,124,1,1,0,1,5,18,89099,1,1,0,6,0,0,1,1,0,0,0,10,0,0,0,0,9,1,0,0,6129,1,0,29,4,0,67,0,59,2,1,0,0,9,0,4,1,11,1,1,1,33685
N95#N90,90707,2,24,41,0,151,0,17,3,6,8,8,77,2,4,222,573,367,0,0,2,17727,2,0,14,29,6,1,0,3,0,3,0,1,24,73,0,2,11,54,22,1,60964,282,0,67,17,0,0,0,0,221,0,0,1,12,4,18,0,10,72,0,420,97519,0,90,7,2,190,3,2,6,3,131,8,3,2,27,1,1,1,27,0,1,41450,0,1,35,0,161,0,0,2,0,1,32,2,30,1,53,101,14,82,87,1,55177,3,2,3,0,1,6,1,2,78,179,3,32,4,0,1,6,18,1,0,1,31433,0,1,15,0,48,27,131,132,1,1,1,0,107,7,0,0,0,42,0,0,78722,4,190,139,11,0,0,2,18,162,725,0,0,3,0,3,88,0,1,3,9,90432,2,17,119,2,106,369,6,88,3,0,0,4,3,0,2,290,0,10,119,0,120165,117,0,67,39,27,57,4,229,7,2,6,0,0,2,1,1,0,154,10,108,31102,3,0,3,14,3,111,120,2,0,2,1,109,4,1,5,81,30,109,2,1,55318,0,2,5,348,74,0,0,11,111,1,1,2,3,1,19,1,2,122,0,3,55418,31,18,262,61,3,0,2,6,0,5,120,1,5,151,0,78,37,3,1,83,63250,166,4,4,0,1,1,2,69,1,6,1,60,141,8,310,22,9,4,9,217,60775,51,23,0,21,1,150,82,6,3,53,171,9,26,5,88,3,406,144,7,52,111772,251,12,1,17,414,0,2,3,1,3,0,296,28,2,118,63,54,2,19,272,73139,31,0,1,269,0,9,24,18,38,0,880,0,242,209,1,0,2,0,4,17,88864,0,0,0,6,0,0,2,7,0,0,0,7,0,1,0,0,10,2,0,0,6155,0,0,42,7,1,101,1,84,0,0,1,0,10,2,3,2,18,0,0,0,33686
N96#N92,93368,0,0,3,0,4,0,0,1,0,1,1,4,0,0,2,34,27,0,0,0,17201,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,61851,22,0,6,0,0,1,0,0,16,0,0,0,0,1,0,0,0,5,0,23,98514,0,9,0,0,8,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,39979,0,0,2,0,7,0,0,0,0,0,0,0,1,0,6,3,2,5,2,0,56441,1,0,1,0,0,1,0,0,1,15,0,0,0,0,0,0,1,0,0,0,30985,0,0,0,0,1,2,9,12,0,0,0,0,5,0,0,0,0,2,0,0,74541,0,8,7,0,0,0,0,0,8,63,0,0,0,1,0,8,0,0,0,0,89858,0,0,8,0,6,41,1,3,0,0,0,2,0,0,0,9,0,1,10,0,119022,5,0,4,0,1,3,1,16,0,0,0,0,0,0,0,0,0,10,0,5,31024,0,0,0,0,0,5,17,0,0,0,0,6,1,0,0,4,0,2,0,0,53279,0,0,0,41,2,0,0,0,4,0,0,3,0,0,1,0,0,3,0,0,57101,2,1,19,2,0,0,0,1,0,0,4,0,0,10,0,4,0,0,0,5,62777,16,0,0,0,0,0,0,6,0,0,0,2,15,0,29,0,0,0,0,26,62242,2,1,0,0,0,13,3,2,0,3,8,0,2,1,9,0,24,18,0,0,111019,19,0,0,0,34,0,0,0,0,0,0,8,2,2,10,0,4,0,0,18,72965,1,0,0,17,0,0,2,1,2,0,59,0,13,13,0,1,0,0,0,3,91421,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6051,0,0,6,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33811
N97#N92,93368,0,7,6,0,13,0,1,0,1,2,0,9,0,1,26,65,23,0,0,0,17201,0,0,1,4,2,1,0,0,0,0,0,0,2,5,0,0,0,7,3,0,61851,39,0,5,0,0,0,0,0,17,0,1,0,0,0,0,0,0,6,0,47,98514,0,11,0,0,13,0,1,1,0,7,0,1,0,0,0,0,0,0,0,0,39979,0,0,1,0,10,0,0,1,0,0,2,0,2,0,6,7,0,5,9,0,56441,1,0,0,0,0,0,1,0,2,24,0,1,0,0,0,3,0,0,0,1,30985,0,0,3,0,4,0,10,14,1,0,0,0,8,1,0,0,0,1,0,0,74541,0,22,10,0,0,0,0,1,9,74,0,0,0,0,0,11,0,0,0,0,89858,0,4,12,0,5,38,1,7,0,0,0,0,0,0,0,25,0,1,12,0,119022,14,0,3,3,3,5,0,22,0,0,0,0,0,0,1,0,0,9,1,8,31024,0,0,0,0,0,9,11,0,0,1,0,15,3,0,0,7,1,7,0,0,53279,0,0,1,42,7,0,0,1,9,0,0,0,0,0,1,0,0,8,0,0,57101,1,0,26,4,0,0,0,1,0,0,10,0,0,17,0,7,4,0,0,7,62777,22,1,0,0,0,0,0,3,0,0,0,2,8,0,28,2,0,0,0,20,62242,7,0,0,1,0,15,8,1,0,3,18,0,4,0,3,0,37,10,0,3,111019,27,0,0,0,47,0,1,0,0,1,0,6,3,0,5,12,2,0,1,24,72965,7,0,0,39,0,2,2,1,0,0,83,0,32,22,0,0,0,0,1,2,91421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051,0,0,8,0,0,16,0,15,0,0,0,0,0,0,0,0,3,0,0,0,33811
N98#N93,90759,0,25,26,0,89,0,12,2,6,6,5,42,0,0,184,358,232,0,0,2,17702,1,0,11,19,4,0,0,0,0,0,0,0,19,47,1,1,2,29,14,1,61160,198,0,36,16,1,1,0,0,113,0,2,1,3,0,12,0,7,38,0,256,97641,0,36,1,0,85,1,2,2,0,84,1,3,3,11,0,0,0,7,0,0,41462,0,2,15,0,93,0,0,0,0,0,29,1,16,0,58,75,10,55,52,1,55185,0,3,2,0,0,7,0,3,39,103,2,9,1,0,0,5,7,1,0,2,31401,1,0,12,0,49,12,64,67,5,1,0,0,54,5,2,0,1,15,0,0,78539,3,113,69,11,1,0,0,11,81,384,0,1,1,0,1,50,1,2,1,6,90480,1,8,77,0,60,181,7,43,2,0,2,6,1,0,3,155,1,12,94,0,119850,96,0,32,29,10,41,6,147,6,2,3,0,0,0,1,1,0,100,11,70,31219,1,0,0,6,0,69,80,0,0,2,0,64,4,0,2,45,8,49,0,0,55488,3,2,3,161,54,0,0,7,59,1,2,0,0,0,10,1,2,63,0,3,55520,20,13,181,36,0,0,0,2,0,3,86,0,2,90,1,65,28,1,2,43,63145,104,1,1,2,1,1,2,26,0,1,0,27,74,5,214,13,5,5,9,119,60812,43,14,1,13,2,113,45,6,1,31,92,5,15,5,45,3,209,82,3,47,111615,227,3,2,11,220,0,1,2,1,3,1,131,28,4,51,44,29,2,15,179,73503,12,0,1,161,0,7,9,15,19,0,487,1,136,96,0,0,0,1,6,10,89090,0,0,0,7,0,0,0,2,0,0,0,5,1,0,0,2,8,4,0,0,6126,0,0,26,3,0,66,1,40,1,0,0,0,7,0,0,2,11,0,0,1,33671
Neoceratod#N14,84919,3,6,8,1,12,0,3,0,1,0,3,13,0,0,38,50,37,0,0,1,16184,2,0,1,0,0,0,0,1,0,0,0,0,1,12,2,1,0,6,0,0,62470,64,1,5,1,0,0,0,0,19,0,0,0,3,0,3,0,0,6,0,57,97508,0,9,1,2,9,0,0,1,0,8,0,0,0,6,0,2,0,0,0,1,38769,0,0,9,0,31,1,0,0,0,0,5,0,6,0,16,12,2,20,11,0,52655,0,0,0,1,1,4,0,1,5,21,2,5,1,0,1,1,4,1,1,0,28679,0,1,2,0,10,2,23,15,2,0,0,0,14,5,0,0,0,4,0,0,74298,2,27,14,0,0,0,0,0,14,79,0,0,0,0,0,15,0,2,0,2,92078,1,7,9,0,10,62,3,10,0,0,0,1,0,0,1,14,0,7,21,1,112237,11,0,9,1,2,3,0,31,0,1,2,0,0,0,0,0,0,19,4,29,29977,0,0,0,3,0,10,17,1,0,3,2,10,1,1,3,5,7,8,0,0,52201,0,0,2,48,6,0,0,2,13,1,1,0,1,0,2,1,1,13,0,1,53155,2,4,20,6,1,0,0,1,1,1,20,0,1,22,0,15,10,2,4,8,60877,28,0,3,1,0,0,1,1,1,1,0,0,10,4,48,2,1,1,1,14,58094,6,3,0,0,1,32,11,3,1,3,19,3,5,1,15,0,17,10,1,3,108354,36,2,1,1,44,0,0,0,0,0,0,22,7,1,11,8,4,0,2,42,72131,2,0,0,28,0,0,0,5,3,0,54,1,27,16,1,1,0,1,1,1,90172,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,5622,0,0,9,1,1,25,0,7,0,0,3,0,3,0,0,0,0,0,2,1,33906
Neotrygon#N12,84193,0,10,8,0,22,0,8,4,3,2,0,8,0,1,48,65,55,0,0,1,16238,0,0,4,5,1,0,0,1,0,0,0,0,3,16,2,1,2,5,5,0,61976,98,0,14,2,1,1,0,0,35,1,0,0,6,3,5,0,0,13,0,105,94117,1,11,1,1,22,1,0,0,0,26,2,2,3,7,0,0,0,2,0,0,38106,1,0,9,0,50,0,0,0,0,0,8,0,8,0,25,22,2,10,11,0,51678,0,2,2,1,0,5,1,0,10,27,2,4,0,0,0,7,3,0,1,0,28841,0,2,2,0,14,2,22,15,0,0,0,0,17,3,0,0,0,1,0,0,74594,0,42,21,2,0,0,0,6,19,166,0,0,1,1,5,22,0,0,1,2,88113,1,5,21,0,23,105,4,11,1,0,0,0,0,0,0,28,0,7,40,1,112887,41,0,10,9,6,15,1,46,0,2,2,0,0,0,0,1,1,35,9,41,29885,0,0,0,2,1,8,30,0,0,0,1,33,2,1,4,13,3,11,0,1,53246,0,3,3,71,19,1,0,4,12,2,0,3,0,1,2,0,0,10,0,0,50520,3,0,26,12,2,1,0,1,1,2,22,1,0,25,0,22,12,0,4,4,60999,30,1,1,0,0,1,2,4,0,2,0,8,15,1,73,4,0,3,3,26,59626,7,3,1,1,2,49,12,4,1,2,27,3,2,1,15,0,57,18,1,5,105783,65,2,0,2,67,1,0,1,0,4,0,29,10,1,7,15,4,0,2,55,70132,11,0,0,46,0,2,6,0,3,0,158,0,36,14,2,0,0,1,4,7,88527,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,5757,1,0,7,3,0,34,0,18,1,0,0,0,2,1,0,1,2,0,0,1,32988
Notophthal#N82,88857,2,13,9,0,18,0,3,0,3,0,0,13,1,0,67,72,55,0,1,0,17073,0,0,2,1,1,0,0,0,0,0,0,0,4,18,0,2,0,4,3,1,64964,77,0,15,2,1,0,0,0,38,0,0,0,2,1,2,0,2,10,0,103,95602,0,12,1,0,27,1,2,2,0,20,1,1,4,8,0,1,1,6,0,0,39853,0,0,1,0,29,0,0,0,0,0,3,0,4,0,27,18,7,14,16,1,55024,0,1,1,1,1,4,0,1,9,34,1,9,0,0,0,1,1,0,1,0,31042,0,0,5,0,16,3,19,12,0,0,0,0,15,0,0,0,0,1,0,0,74299,0,42,16,6,0,0,2,4,13,83,0,0,2,1,0,14,0,0,2,3,88912,0,8,30,0,21,51,7,20,0,0,0,0,0,0,0,36,0,7,36,3,115201,32,0,10,9,8,7,2,39,0,1,2,0,0,0,0,0,0,33,1,36,32659,0,1,0,2,1,11,12,0,0,1,0,17,2,0,0,13,6,12,0,0,53144,0,0,1,46,14,0,0,5,15,0,0,0,1,0,6,0,1,13,0,0,54395,16,6,41,4,2,0,0,1,0,0,23,0,2,35,0,27,17,1,1,7,61541,21,0,1,1,0,0,2,9,1,0,0,7,11,0,62,4,0,0,1,25,61852,9,2,1,1,0,29,19,2,3,12,14,1,5,1,13,0,54,21,2,13,113163,55,3,0,6,58,1,0,1,0,2,1,28,14,0,17,16,5,0,1,47,74225,4,0,0,51,0,0,4,2,2,0,114,0,41,30,1,1,0,0,0,6,92184,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5698,0,0,10,1,0,28,0,18,1,0,0,1,1,0,0,0,1,0,0,0,33179
Opheodrys#N98,90386,1,17,23,1,79,0,5,2,4,1,2,60,2,1,119,352,248,0,2,0,17678,0,0,8,6,2,0,0,2,0,0,0,1,12,42,1,1,2,28,10,0,61180,184,0,27,13,1,3,0,1,136,0,0,1,0,1,6,0,4,37,0,200,97533,0,36,0,0,115,2,1,4,1,54,0,1,3,20,0,0,0,5,0,0,41538,0,0,17,1,87,2,0,0,0,0,10,0,14,0,45,54,5,49,66,0,55148,0,0,0,1,2,1,0,0,41,115,3,20,0,0,0,1,10,0,1,1,31413,0,0,14,0,38,12,75,57,2,1,0,0,78,2,0,0,0,21,1,0,78720,8,83,60,6,2,0,2,9,76,349,0,0,2,0,2,62,0,2,2,6,90499,0,6,51,1,41,153,3,21,0,0,1,1,0,0,1,149,1,8,72,0,119753,76,0,28,21,15,23,4,114,1,1,3,0,0,0,0,0,0,103,10,76,31208,1,2,0,2,0,52,54,0,0,0,0,54,2,0,4,20,13,69,1,0,55621,0,1,0,162,30,0,0,6,49,0,0,1,0,0,16,0,2,59,0,0,55332,21,8,186,35,1,0,1,0,0,2,83,0,2,96,1,58,20,1,1,25,63049,70,3,1,0,1,1,0,25,0,1,0,15,74,3,203,6,4,1,7,91,60746,26,11,0,7,2,60,49,2,2,40,72,2,12,13,39,2,298,82,1,38,111619,172,3,0,8,195,0,0,1,0,0,0,174,22,3,73,49,34,1,19,158,73656,8,0,1,119,1,4,11,11,17,0,563,0,109,114,1,2,0,0,3,9,89049,0,0,0,5,0,0,3,1,0,0,0,4,0,0,0,0,10,1,0,0,6125,0,0,17,3,0,61,0,39,1,1,1,0,7,0,1,0,4,0,1,0,33678
Ophiophagu#N94,90703,2,10,11,2,42,0,1,0,0,0,1,20,2,0,68,183,138,0,0,0,17746,0,0,6,5,0,0,0,1,0,0,0,0,8,15,0,0,8,16,10,0,61101,76,0,21,2,1,2,0,0,86,4,2,1,4,0,5,0,8,19,0,104,97602,1,21,3,1,80,0,0,6,0,39,3,3,0,10,0,0,1,5,0,0,41540,0,1,18,0,26,0,0,0,0,0,13,0,8,1,10,23,9,21,23,0,55351,2,0,0,0,1,2,0,1,29,70,0,14,0,0,1,3,4,1,1,1,31464,0,0,5,0,18,10,16,28,3,0,0,0,37,1,0,0,0,13,3,0,78612,4,29,26,13,2,0,2,2,48,169,0,0,2,0,0,35,0,2,1,3,90417,1,6,30,0,39,78,0,14,1,1,0,0,1,0,1,61,1,3,36,0,119979,33,0,14,12,13,15,3,58,5,0,0,0,0,1,0,0,1,41,1,30,31235,0,0,1,2,1,23,46,0,0,0,0,28,2,2,3,21,7,43,0,1,55549,1,3,1,98,17,0,0,0,22,0,0,3,0,0,4,1,0,43,0,0,55436,10,6,61,13,1,0,0,1,0,0,27,0,0,38,0,26,9,1,3,13,63200,45,3,2,2,0,1,0,21,0,1,0,12,56,1,69,8,3,3,10,101,60827,14,4,0,9,0,45,26,1,1,15,32,1,7,4,45,1,92,31,0,23,111742,67,3,2,3,92,0,1,1,1,1,0,71,9,0,41,15,21,1,2,68,73462,6,0,0,52,1,2,2,12,19,0,252,1,40,65,1,2,0,1,0,4,89079,0,0,0,5,0,0,1,2,0,0,0,2,0,0,0,0,1,2,0,0,6143,0,0,13,3,0,21,0,22,0,0,1,0,4,1,1,0,6,1,1,0,33682
Ornithorhy#N25,91582,8,23,44,8,145,3,23,9,30,7,9,79,10,9,395,438,317,2,1,13,16192,1,2,26,42,3,3,1,12,2,1,1,3,43,136,2,6,14,31,73,1,61101,872,1,113,30,4,10,5,1,197,5,13,4,47,22,25,0,6,116,0,1121,98548,1,100,7,2,134,10,6,18,11,205,45,37,23,27,0,4,8,25,1,1,39488,4,3,49,1,408,8,1,4,1,6,37,3,41,4,185,199,10,78,98,0,57408,7,3,12,4,4,32,12,12,68,239,21,34,5,3,3,9,17,8,6,5,29527,1,3,38,1,57,60,187,144,12,7,4,3,75,36,3,3,3,36,3,3,70323,4,502,157,6,6,2,7,18,98,1695,1,2,25,2,14,161,4,31,16,10,87494,13,23,107,14,308,1395,49,75,10,2,2,49,6,3,6,259,7,22,246,9,120107,209,4,111,79,57,62,23,428,16,7,30,1,0,3,8,5,0,96,6,486,28586,1,6,9,16,12,103,203,3,0,32,6,247,18,4,68,121,16,103,4,2,50354,7,13,35,600,125,12,0,10,179,6,1,8,3,7,20,6,2,97,2,2,58134,45,37,293,75,18,1,1,11,2,4,180,2,17,229,2,115,91,3,8,239,62645,464,22,8,4,4,2,11,23,2,11,2,53,106,6,490,26,4,16,24,170,62845,48,16,6,18,5,699,87,27,22,26,348,17,16,19,74,5,334,283,11,72,109504,455,27,6,17,600,6,8,1,4,18,3,114,35,26,78,68,105,4,27,679,70802,75,4,0,392,3,7,18,14,56,3,879,8,295,123,4,15,5,10,24,70,90337,2,0,2,7,0,0,1,4,0,0,3,11,2,0,0,4,31,8,1,1,5905,3,8,51,10,2,476,4,169,1,2,21,1,13,4,6,4,52,4,6,2,32510
Pantheroph#N98,90386,1,10,18,0,57,0,7,2,1,1,4,35,4,1,102,255,182,0,0,0,17678,0,0,10,9,0,0,0,0,0,0,0,0,8,27,0,0,3,20,12,0,61180,135,0,18,8,0,1,0,0,68,0,1,0,6,0,8,0,3,23,0,152,97533,0,40,2,2,86,0,0,2,0,44,1,3,1,17,0,0,1,7,0,0,41538,0,0,6,0,65,0,0,0,0,1,6,0,15,1,28,40,3,29,33,0,55148,0,0,0,0,0,4,1,0,31,75,2,16,0,0,0,1,8,0,0,1,31413,0,1,6,0,22,10,54,41,1,0,0,0,47,3,0,0,0,10,0,0,78720,2,79,46,6,0,0,4,4,60,228,0,0,1,0,0,39,1,0,1,3,90499,0,10,56,0,27,108,1,15,0,0,0,2,0,1,1,127,1,4,65,2,119753,66,0,16,13,10,21,0,97,0,2,0,0,0,1,0,0,0,78,6,41,31208,1,1,0,4,0,38,43,0,0,2,1,39,2,0,1,26,4,40,0,0,55621,0,2,2,107,20,0,0,7,50,0,2,1,0,0,10,2,2,54,0,0,55332,13,9,127,26,3,0,0,0,1,1,57,0,0,51,0,42,20,0,2,23,63049,71,1,0,1,0,0,0,20,1,1,0,15,53,1,147,6,6,2,8,71,60746,18,8,0,6,1,56,32,2,1,29,59,1,11,5,28,0,212,46,1,24,111619,126,1,0,4,137,0,2,1,0,0,0,137,12,5,58,22,14,1,8,119,73656,3,0,0,96,0,6,3,12,12,0,344,0,81,83,0,1,1,0,2,6,89049,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,1,6,3,0,0,6125,1,0,15,1,0,42,0,25,0,0,2,0,3,0,0,2,6,0,0,1,33678
Pelodiscus#N52,92528,8,57,101,5,217,2,35,12,25,17,7,167,2,7,593,998,789,2,1,8,17322,1,0,33,58,19,0,0,5,0,3,1,2,34,171,4,3,9,78,98,4,62166,1128,2,145,53,4,7,2,0,421,7,8,1,26,8,26,0,13,242,0,1233,98240,1,178,5,3,305,7,7,28,10,283,11,16,10,65,0,3,11,55,2,1,39713,2,5,48,0,413,1,0,2,0,3,49,5,81,3,175,297,25,162,207,1,56779,8,2,12,9,3,27,3,3,128,422,14,48,2,0,4,28,29,2,4,3,30823,1,7,55,0,106,74,298,238,11,3,2,1,202,20,2,1,1,53,3,0,75590,16,661,253,16,3,1,13,39,236,1726,0,2,23,1,9,193,0,16,8,21,89903,7,45,201,11,338,1154,38,235,6,0,1,39,7,0,3,450,7,33,315,2,117866,295,1,127,120,99,84,13,528,26,6,25,0,0,3,2,4,0,306,26,456,31768,0,4,2,22,5,156,269,2,0,18,9,207,15,0,34,213,32,163,0,2,53829,5,19,25,910,250,7,0,30,259,1,3,0,3,3,51,3,4,238,1,2,56631,88,41,616,129,11,0,3,8,2,6,256,0,10,426,1,241,149,5,8,236,63807,370,17,12,4,8,11,4,59,3,14,3,89,212,11,885,32,13,12,38,373,62615,119,53,3,42,5,739,239,20,4,107,359,32,42,18,156,3,725,338,5,148,111730,647,23,6,27,970,2,8,2,2,7,1,382,67,24,208,121,159,3,53,814,74527,106,0,0,651,0,17,54,52,97,3,1686,5,531,340,2,6,5,6,11,83,92169,0,0,2,15,1,0,1,11,1,0,1,24,1,0,0,8,35,3,0,0,5925,1,5,108,18,1,308,2,170,0,1,13,0,25,0,4,12,62,2,1,7,34186
Pelophyl00#N74,83218,0,16,26,3,43,2,5,2,1,2,4,32,2,1,158,120,100,1,1,1,16613,0,0,12,3,3,0,0,0,0,1,0,0,4,24,0,3,1,13,11,0,63622,181,0,18,5,1,1,0,0,61,0,0,0,4,3,5,0,7,20,0,191,94572,0,16,0,0,38,4,1,1,0,50,0,3,2,10,0,1,0,6,0,1,38602,1,0,17,0,46,0,1,0,0,0,9,0,6,1,57,31,3,17,25,0,53016,0,0,3,0,0,3,2,2,17,65,2,16,0,0,0,0,6,1,0,0,29599,1,1,7,0,35,5,47,23,1,0,0,0,32,1,1,0,0,18,0,0,74199,6,81,42,4,1,0,4,9,39,212,0,0,2,0,2,20,0,0,0,5,88591,1,5,46,3,35,141,5,24,2,0,1,6,0,0,1,68,0,8,97,1,113253,67,3,19,15,5,15,3,89,3,3,2,0,0,2,0,0,0,78,5,69,30842,1,0,1,0,0,21,31,0,1,3,0,42,3,0,3,33,10,30,0,2,53337,0,1,1,111,48,1,0,3,33,0,0,1,0,2,3,1,1,21,0,0,53119,29,3,64,24,3,0,0,1,0,2,41,0,2,54,2,47,19,1,2,33,60430,38,3,3,1,0,0,2,12,0,0,0,18,32,2,118,5,2,3,2,39,60136,22,3,1,0,0,85,31,4,4,16,55,1,8,4,29,1,105,31,5,22,112340,138,3,0,11,129,0,4,0,0,3,1,51,19,3,20,35,16,3,2,126,71717,3,0,0,75,1,5,4,15,9,0,214,3,82,26,1,0,0,0,1,6,89008,0,1,1,2,0,0,1,2,0,1,0,4,0,0,0,0,6,0,0,0,5536,1,0,10,1,0,77,1,25,0,0,3,0,7,1,0,1,6,0,1,0,33646
Pelophylax#N74,83218,0,15,36,0,75,0,4,1,1,2,4,46,1,2,185,176,141,0,0,0,16613,2,0,10,3,4,0,0,0,0,0,0,0,1,43,1,3,1,9,15,1,63622,271,0,23,7,0,4,0,0,83,0,5,0,6,0,10,0,4,30,0,293,94572,0,28,0,1,60,1,0,5,0,60,0,1,3,13,0,2,1,6,0,1,38602,0,0,11,1,57,0,0,0,0,1,4,1,7,2,66,54,6,15,39,1,53016,0,0,5,1,1,7,0,1,23,98,5,17,1,1,0,1,6,0,1,1,29599,0,2,11,0,55,5,62,38,5,1,1,0,44,3,1,1,1,17,1,1,74199,6,104,85,8,3,1,1,9,44,257,0,1,3,0,0,28,1,0,2,10,88591,0,6,69,1,49,187,3,20,4,0,1,4,1,1,3,98,0,8,146,0,113253,122,0,9,22,11,13,2,102,2,0,2,0,0,1,1,0,0,88,8,93,30842,1,0,2,2,2,34,46,0,0,2,2,52,2,1,2,49,15,54,1,1,53337,0,1,4,137,42,1,0,7,49,0,0,2,1,1,9,1,2,49,0,1,53119,35,3,94,26,0,0,1,2,1,1,67,0,3,109,1,71,55,1,5,34,60430,43,5,9,1,1,0,0,20,0,1,1,19,52,3,177,11,5,6,3,55,60136,25,3,3,2,0,122,43,5,3,16,94,3,16,8,34,0,135,45,2,18,112340,179,0,1,7,120,2,1,1,2,2,0,56,23,3,30,38,20,4,7,151,71717,6,0,0,112,1,4,11,16,10,0,298,3,115,56,1,2,0,1,9,12,89008,1,0,0,2,0,0,1,1,0,0,0,5,1,0,0,1,2,1,0,0,5536,1,2,12,2,0,109,0,27,1,0,4,0,9,0,2,1,6,1,2,0,33646
